V1	V2	V3	V4	V5	V6
271	1	0	0	0	-63374733	0
272	1	0	0	0	-21655706	0
273	1	0	0	0	-119098943	0
274	1	0	0	0	-40440856	0
275	1	0	0	0	-95218985	0
276	1	0	0	0	-62874927	0
277	1	0	0	0	-78709460	0
278	1	0	0	0	-37312286	0
279	1	0	0	0	0	12708225
280	1	0	0	0	-62630082	0
281	1	0	0	0	-62617420	0
282	1	0	0	0	-44692359	0
283	1	0	0	0	-63663905	0
284	1	0	0	0	-94494210	0
285	1	0	0	0	-38704197	0
286	1	0	0	0	-38167317	0
287	1	0	0	0	0	44340019
288	1	0	0	0	0	44138309
289	1	0	0	0	0	44428924
290	1	0	0	0	0	44290741
291	1	0	0	0	0	44104540
292	1	0	0	0	-123724046	0
293	1	0	0	0	-119463109	0
294	1	0	0	0	-78527515	0
295	1	0	0	0	0	57209546
296	1	0	0	0	-122696672	0
297	1	0	0	0	-53474908	0
298	1	0	0	0	-53491991	0
299	1	0	0	0	-53552581	0
300	1	0	0	0	-94035115	0
301	1	0	0	0	-93996362	0
302	1	0	0	0	-93997832	0
303	1	0	0	0	-94010659	0
304	1	0	0	0	-92680643	0
305	1	0	0	0	-37243932	0
306	1	0	0	0	-37266757	0
307	1	0	0	0	-133093877	0
308	1	0	0	0	-106052650	0
309	1	0	0	0	-128527993	0
310	1	0	0	0	-50365966	0
311	1	0	0	0	-107121908	0
312	1	0	0	0	-56292504	0
313	1	0	0	0	-80131040	0
314	1	0	0	0	-111478319	0
315	1	0	0	0	-41125377	0
316	1	0	0	0	0	130111871
317	1	0	0	0	-83028794	0
318	1	0	0	0	-99436772	0
319	1	0	0	0	-2520277	0
320	1	0	0	0	-30172314	0
321	1	0	0	0	-97859594	0
322	1	0	0	0	-97827917	0
323	1	0	0	0	-47222173	0
324	1	0	0	0	-37748359	0
325	1	0	0	0	-55036172	0
326	1	0	0	0	-18159947	0
327	1	0	0	0	-78060979	0
328	1	0	0	0	-96467691	0
329	1	0	0	0	-114197712	0
330	1	0	0	0	-134660995	0
331	1	0	0	0	-37102621	0
332	1	0	0	0	-14128498	0
333	1	0	0	0	-1891679	0
334	1	0	0	0	-127049820	0
335	1	0	0	0	-127136985	0
336	1	0	0	0	-127395356	0
337	1	0	0	0	-50675382	0
338	1	0	0	0	-39911708	0
339	1	0	0	0	0	14868313
340	1	0	0	0	0	14869524
341	1	0	0	0	0	14847392
342	1	0	0	0	-90809805	0
343	1	0	0	0	-3572661	0
344	1	0	0	0	-58876582	0
345	1	0	0	0	-126780000	0
346	1	0	0	0	-119686575	0
347	1	0	0	0	-45038858	0
348	1	0	0	0	-110901385	0
349	1	0	0	0	-93526014	0
350	1	0	0	0	-118933293	0
351	1	0	0	0	-82009092	0
352	1	0	0	0	-37289066	0
353	1	0	0	0	-75117206	0
354	1	0	0	0	0	8989899
355	1	0	0	0	0	9715053
356	1	0	0	0	0	8945601
357	1	0	0	0	0	9015441
358	1	0	0	0	-85243407	0
359	1	0	0	0	-8888234	0
360	1	0	0	0	-51064952	0
361	1	0	0	0	-50871187	0
362	1	0	0	0	-84665898	0
363	1	0	0	0	-83684047	0
364	1	0	0	0	-83660182	0
365	1	0	0	0	-83830504	0
366	1	0	0	0	-83778856	0
367	1	0	0	0	-83751893	0
368	1	0	0	0	-83740175	0
369	1	0	0	0	-83715920	0
370	1	0	0	0	-83146922	0
371	1	0	0	0	-82720430	0
372	1	0	0	0	-113365349	0
373	1	0	0	0	-90447858	0
374	1	0	0	0	-36831524	0
375	1	0	0	0	-90970401	0
376	1	0	0	0	-75651400	0
377	1	0	0	0	-5197383	0
378	1	0	0	0	-111008415	0
379	1	0	0	0	-113088633	0
380	1	0	0	0	-90451451	0
381	1	0	0	0	-80398585	0
382	1	0	0	0	-79497589	0
383	1	0	0	0	-125819918	0
384	1	0	0	0	-36459842	0
385	1	0	0	0	-36525215	0
386	1	0	0	0	-36553568	0
387	1	0	0	0	-36496323	0
388	1	0	0	0	-136580815	0
389	1	0	0	0	-24242123	0
390	1	0	0	0	-127093015	0
391	1	0	0	0	-42915286	0
392	1	0	0	0	-50603795	0
393	1	0	0	0	-50642971	0
394	1	0	0	0	-56779931	0
395	1	0	0	0	0	12576999
396	1	0	0	0	-47717725	0
397	1	0	0	0	-8893937	0
398	1	0	0	0	-37465768	0
399	1	0	0	0	-49994497	0
400	1	0	0	0	-49979060	0
401	1	0	0	0	-49920873	0
402	1	0	0	0	-91216618	0
403	1	0	0	0	-126716465	0
404	1	0	0	0	-106211422	0
405	1	0	0	0	-119633181	0
406	1	0	0	0	-75560142	0
407	1	0	0	0	-127069832	0
408	1	0	0	0	-127088162	0
409	1	0	0	0	-121564422	0
410	1	0	0	0	-17110840	0
411	1	0	0	0	-99164422	0
412	1	0	0	0	-38747154	0
413	1	0	0	0	-98015089	0
414	1	0	0	0	-97993982	0
415	1	0	0	0	-97887393	0
416	1	0	0	0	-17988101	0
417	1	0	0	0	-137272864	0
418	1	0	0	0	-138016386	0
419	1	0	0	0	-136394577	0
420	1	0	0	0	-26455304	0
421	1	0	0	0	-118108453	0
422	1	0	0	0	-118138479	0
423	1	0	0	0	-52149170	0
424	1	0	0	0	0	14895703
425	1	0	0	0	-64031921	0
426	1	0	0	0	0	9601043
427	1	0	0	0	0	9550241
428	1	0	0	0	-78586861	0
429	1	0	0	0	-78651126	0
430	1	0	0	0	-78808731	0
431	1	0	0	0	-131654239	0
432	1	0	0	0	-57990020	0
433	1	0	0	0	-126448063	0
434	1	0	0	0	-54723415	0
435	1	0	0	0	0	45395712
436	1	0	0	0	0	16391134
437	1	0	0	0	-119693760	0
438	1	0	0	0	-122281822	0
439	1	0	0	0	-78491103	0
440	1	0	0	0	-127544746	0
441	1	0	0	0	-113951953	0
442	1	0	0	0	-113947358	0
443	1	0	0	0	-81893184	0
444	1	0	0	0	-115587822	0
445	1	0	0	0	-107826316	0
446	1	0	0	0	-107772993	0
447	1	0	0	0	-107723634	0
448	1	0	0	0	-107560735	0
449	1	0	0	0	-102363762	0
450	1	0	0	0	-96033924	0
451	1	0	0	0	-50954643	0
452	1	0	0	0	-57462399	0
453	1	0	0	0	-115361984	0
454	1	0	0	0	-127789620	0
455	1	0	0	0	-90621759	0
456	1	0	0	0	-133839418	0
457	1	0	0	0	-81007139	0
458	1	0	0	0	-35474877	0
459	1	0	0	0	-106282970	0
460	1	0	0	0	-79985064	0
461	1	0	0	0	-84677329	0
462	1	0	0	0	-84669458	0
463	1	0	0	0	-6864692	0
464	1	0	0	0	-1297895	0
465	1	0	0	0	-128598915	0
466	1	0	0	0	-13967217	0
467	1	0	0	0	-14032721	0
468	1	0	0	0	-8734813	0
469	1	0	0	0	-61755561	0
470	1	0	0	0	-14730999	0
471	1	0	0	0	-58798644	0
472	1	0	0	0	-58716472	0
473	1	0	0	0	-58750340	0
474	1	0	0	0	-30417760	0
475	1	0	0	0	-128009261	0
476	1	0	0	0	-6112491	0
477	1	0	0	0	-77960297	0
478	1	0	0	0	-77892631	0
479	1	0	0	0	-77695377	0
480	1	0	0	0	-76034547	0
481	1	0	0	0	-76190162	0
482	1	0	0	0	-77677016	0
483	1	0	0	0	-78378073	0
484	1	0	0	0	-76301540	0
485	1	0	0	0	-76438553	0
486	1	0	0	0	-77363723	0
487	1	0	0	0	-77133033	0
488	1	0	0	0	-78043795	0
489	1	0	0	0	-77094239	0
490	1	0	0	0	-77073539	0
491	1	0	0	0	-46516481	0
492	1	0	0	0	-46822555	0
493	1	0	0	0	-96171394	0
494	1	0	0	0	-96230168	0
495	1	0	0	0	-50238169	0
496	1	0	0	0	-36202368	0
497	1	0	0	0	-106203846	0
498	1	0	0	0	0	51929418
499	1	0	0	0	0	51890972
500	1	0	0	0	0	51929902
501	1	0	0	0	0	51888433
502	1	0	0	0	0	51891319
503	1	0	0	0	-96200756	0
504	1	0	0	0	-3627389	0
505	1	0	0	0	-69188160	0
506	1	0	0	0	-68717411	0
507	1	0	0	0	-128032050	0
508	1	0	0	0	-75237339	0
509	1	0	0	0	-113547892	0
510	1	0	0	0	-113529848	0
511	1	0	0	0	-114286892	0
512	1	0	0	0	0	58755719
513	1	0	0	0	-97329993	0
514	1	0	0	0	0	14805031
515	1	0	0	0	-136262610	0
516	1	0	0	0	-42015746	0
517	1	0	0	0	-28566196	0
518	1	0	0	0	-17217828	0
519	1	0	0	0	0	12148506
520	1	0	0	0	-58071102	0
521	1	0	0	0	-58083039	0
522	1	0	0	0	0	61686735
523	1	0	0	0	0	86442530
524	1	0	0	0	-107983554	0
525	1	0	0	0	-107947102	0
526	1	0	0	0	-107922732	0
527	1	0	0	0	0	8579912
528	1	0	0	0	-52170583	0
529	1	0	0	0	-47596318	0
530	1	0	0	0	-52110351	0
531	1	0	0	0	-52237299	0
532	1	0	0	0	-52095871	0
533	1	0	0	0	-97898207	0
534	1	0	0	0	-121838525	0
535	1	0	0	0	-7248717	0
536	1	0	0	0	-7272393	0
537	1	0	0	0	-131938513	0
538	1	0	0	0	-132266029	0
539	1	0	0	0	-135793324	0
540	1	0	0	0	-130980396	0
541	1	0	0	0	-40622578	0
542	1	0	0	0	-95322086	0
543	1	0	0	0	-48637426	0
544	1	0	0	0	-92779050	0
545	1	0	0	0	-92928719	0
546	1	0	0	0	-92882941	0
547	1	0	0	0	-92795766	0
548	1	0	0	0	-92907138	0
549	1	0	0	0	-118444309	0
550	1	0	0	0	-9153620	0
551	1	0	0	0	0	65515666
552	1	0	0	0	-125392664	0
553	1	0	0	0	-99313831	0
554	1	0	0	0	-99237345	0
555	1	0	0	0	-99346972	0
556	1	0	0	0	-99514878	0
557	1	0	0	0	-99650275	0
558	1	0	0	0	-96103632	0
559	1	0	0	0	-107753548	0
560	1	0	0	0	-80470006	0
561	1	0	0	0	-80556802	0
562	1	0	0	0	-80531928	0
563	1	0	0	0	-80416600	0
564	1	0	0	0	-77035851	0
565	1	0	0	0	-80393980	0
566	1	0	0	0	-77050890	0
567	1	0	0	0	-79804119	0
568	1	0	0	0	-79079656	0
569	1	0	0	0	-79321053	0
570	1	0	0	0	-79458093	0
571	1	0	0	0	-130165967	0
572	1	0	0	0	0	6265795
573	1	0	0	0	-42708794	0
574	1	0	0	0	-119615821	0
575	1	0	0	0	-119623522	0
576	1	0	0	0	-119660896	0
577	1	0	0	0	-50305658	0
578	1	0	0	0	-50087996	0
579	1	0	0	0	-92500545	0
580	1	0	0	0	-92320422	0
581	1	0	0	0	-120919791	0
582	1	0	0	0	0	43458643
583	1	0	0	0	-125172718	0
584	1	0	0	0	-85539138	0
585	1	0	0	0	-78691257	0
586	1	0	0	0	-88093220	0
587	1	0	0	0	-88042693	0
588	1	0	0	0	0	43487061
589	1	0	0	0	0	43537936
590	1	0	0	0	-112949261	0
591	1	0	0	0	-112341444	0
592	1	0	0	0	-112176795	0
593	1	0	0	0	-112964271	0
594	1	0	0	0	-30695884	0
595	1	0	0	0	-8939320	0
596	1	0	0	0	-50188884	0
597	1	0	0	0	-18039883	0
598	1	0	0	0	0	66211811
599	1	0	0	0	-114989605	0
600	1	0	0	0	-7911607	0
601	1	0	0	0	-62725331	0
602	1	0	0	0	-95061470	0
603	1	0	0	0	-91040602	0
604	1	0	0	0	-58708959	0
605	1	0	0	0	-115791996	0
606	1	0	0	0	-40482764	0
607	1	0	0	0	-4211699	0
608	1	0	0	0	-4187444	0
609	1	0	0	0	-5137422	0
610	1	0	0	0	-4155571	0
611	1	0	0	0	-4131706	0
612	1	0	0	0	-4250380	0
613	1	0	0	0	-3618446	0
614	1	0	0	0	-4223417	0
615	1	0	0	0	-4302028	0
616	1	0	0	0	-5247083	0
617	1	0	0	0	-2480616	0
618	1	0	0	0	-14195974	0
619	1	0	0	0	-16575156	0
620	1	0	0	0	-17878233	0
621	1	0	0	0	0	136501004
622	1	0	0	0	-23471937	0
623	1	0	0	0	-23545110	0
624	1	0	0	0	-18420670	0
625	1	0	0	0	0	4103393
626	1	0	0	0	-3719163	0
627	1	0	0	0	-16113291	0
628	1	0	0	0	-16127034	0
629	1	0	0	0	-8560440	0
630	1	0	0	0	-3559154	0
631	1	0	0	0	-1787615	0
632	1	0	0	0	-602564	0
633	1	0	0	0	-15533008	0
634	1	0	0	0	-15494082	0
635	1	0	0	0	-16785867	0
636	1	0	0	0	-4042733	0
637	1	0	0	0	-4588062	0
638	1	0	0	0	-4109705	0
639	1	0	0	0	-48735918	0
640	1	0	0	0	-48762930	0
641	1	0	0	0	0	62866434
642	1	0	0	0	0	62880660
643	1	0	0	0	-17215179	0
644	1	0	0	0	0	54792802
645	1	0	0	0	0	54820403
646	1	0	0	0	0	54835791
647	1	0	0	0	0	18444926
648	1	0	0	0	0	18485984
649	1	0	0	0	-2196888	0
650	0	1	0	0	0	776167
651	1	0	0	0	0	1459271
652	1	0	0	0	-14325137	0
653	1	0	0	0	-14312964	0
654	1	0	0	0	-14178108	0
655	1	0	0	0	-14101689	0
656	1	0	0	0	-13949390	0
657	1	0	0	0	-13607623	0
658	1	0	0	0	-13634419	0
659	1	0	0	0	-13646668	0
660	1	0	0	0	-13849707	0
661	1	0	0	0	-13385207	0
662	1	0	0	0	-14430455	0
663	1	0	0	0	-14398318	0
664	1	0	0	0	-14616112	0
665	1	0	0	0	-14495486	0
666	1	0	0	0	-16849375	0
667	1	0	0	0	-15479852	0
668	1	0	0	0	-17499450	0
669	1	0	0	0	-16821633	0
670	1	0	0	0	0	2549179
671	1	0	0	0	-38115517	0
672	1	0	0	0	-11312508	0
673	1	0	0	0	-11313354	0
674	1	0	0	0	-18075902	0
675	1	0	0	0	0	4981219
676	1	0	0	0	0	29898055
677	1	0	0	0	-40011692	0
678	1	0	0	0	-13981281	0
679	1	0	0	0	0	26249306
680	1	0	0	0	0	27760980
681	1	0	0	0	-9889737	0
682	1	0	0	0	-12771458	0
683	1	0	0	0	-10563964	0
684	1	0	0	0	-2811363	0
685	1	0	0	0	-3086788	0
686	1	0	0	0	-3236007	0
687	1	0	0	0	-3512546	0
688	1	0	0	0	-2779628	0
689	1	0	0	0	-3366908	0
690	1	0	0	0	-2394980	0
691	1	0	0	0	-6441723	0
692	1	0	0	0	-6660851	0
693	1	0	0	0	-6696708	0
694	1	0	0	0	-6570540	0
695	1	0	0	0	-7848559	0
696	1	0	0	0	-7065310	0
697	1	0	0	0	-7837235	0
698	1	0	0	0	-10506703	0
699	1	0	0	0	-4991150	0
700	1	0	0	0	-5052339	0
701	1	0	0	0	-4066019	0
702	1	0	0	0	-3532989	0
703	1	0	0	0	-3953188	0
704	1	0	0	0	-3907885	0
705	1	0	0	0	-2509624	0
706	1	0	0	0	-8519625	0
707	1	0	0	0	-9797329	0
708	1	0	0	0	-6557628	0
709	1	0	0	0	-6709583	0
710	1	0	0	0	0	83550347
711	1	0	0	0	0	83591194
712	1	0	0	0	-6753480	0
713	1	0	0	0	-7027742	0
714	1	0	0	0	0	45939233
715	1	0	0	0	-22529227	0
716	1	0	0	0	-3788703	0
717	1	0	0	0	0	92654744
718	1	0	0	0	-16686218	0
719	1	0	0	0	-26017785	0
720	1	0	0	0	-3816440	0
721	1	0	0	0	-5409568	0
722	1	0	0	0	0	82707586
723	1	0	0	0	-1039946	0
724	1	0	0	0	-1044616	0
725	1	0	0	0	-1044819	0
726	1	0	0	0	-3428910	0
727	1	0	0	0	0	22560874
728	1	0	0	0	-20687304	0
729	1	0	0	0	-20704509	0
730	1	0	0	0	0	2136745
731	1	0	0	0	-79010112	0
732	1	0	0	0	-32043445	0
733	1	0	0	0	-78928337	0
734	1	0	0	0	-69757570	0
735	1	0	0	0	0	20307596
736	1	0	0	0	-85396245	0
737	1	0	0	0	-69412692	0
738	1	0	0	0	-69504630	0
739	1	0	0	0	-69438666	0
740	1	0	0	0	-69527172	0
741	1	0	0	0	0	20229657
742	1	0	0	0	-70208874	0
743	0	0	0	1	1000	0
744	1	0	0	0	0	19406399
745	1	0	0	0	0	107093233
746	1	0	0	0	-66034859	0
747	1	0	0	0	-89264879	0
748	1	0	0	0	0	79696451
749	1	0	0	0	-11204112	0
750	1	0	0	0	0	79868784
751	0	1	0	0	0	307126
752	1	0	0	0	-14845655	0
753	0	1	0	0	0	902870
754	1	0	0	0	-10681217	0
755	1	0	0	0	0	79723821
756	1	0	0	0	0	77403659
757	1	0	0	0	0	79386303
758	1	0	0	0	-15445026	0
759	1	0	0	0	-36754647	0
760	1	0	0	0	-17038976	0
761	1	0	0	0	-102884161	0
762	1	0	0	0	-102863814	0
763	1	0	0	0	-13877429	0
764	1	0	0	0	-177982776	0
765	1	0	0	0	-183815927	0
766	1	0	0	0	-102911750	0
767	1	0	0	0	-182485760	0
768	1	0	0	0	-189983981	0
769	1	0	0	0	-13930713	0
770	1	0	0	0	-35476904	0
771	1	0	0	0	-21270974	0
772	1	0	0	0	-20866744	0
773	1	0	0	0	-53677453	0
774	1	0	0	0	-21300768	0
775	1	0	0	0	-13046839	0
776	1	0	0	0	-34897945	0
777	1	0	0	0	-9606814	0
778	1	0	0	0	-9656335	0
779	1	0	0	0	-22787342	0
780	1	0	0	0	-58620773	0
781	1	0	0	0	-74477801	0
782	1	0	0	0	-70952135	0
783	1	0	0	0	-156782140	0
784	1	0	0	0	-72670437	0
785	1	0	0	0	-71434989	0
786	1	0	0	0	-71784288	0
787	1	0	0	0	-3242331	0
788	1	0	0	0	-2933390	0
789	0	1	0	0	0	736001
790	0	1	0	0	0	61074
791	0	1	0	0	-322701	0
792	0	1	0	0	-249072	0
793	0	1	0	0	-68784	0
794	0	1	0	0	-121066	0
795	0	1	0	0	-378790	0
796	0	1	0	0	-150525	0
797	0	1	0	0	-54803	0
798	0	1	0	0	-214246	0
799	0	1	0	0	-165741	0
800	0	1	0	0	0	233075
801	0	1	0	0	-714104	0
802	0	1	0	0	-696749	0
803	0	1	0	0	0	871412
804	1	0	0	0	0	1297502
805	1	0	0	0	0	1315545
806	0	1	0	0	0	268123
807	1	0	0	0	-4043617	0
808	1	0	0	0	-4834803	0
809	0	1	0	0	-647979	0
810	0	1	0	0	-23010	0
811	1	0	0	0	-2625118	0
812	1	0	0	0	-2877853	0
813	1	0	0	0	-1264451	0
814	1	0	0	0	-2903331	0
815	1	0	0	0	-3567006	0
816	1	0	0	0	-1376306	0
817	1	0	0	0	-2632028	0
818	1	0	0	0	-2553671	0
819	1	0	0	0	-1764344	0
820	1	0	0	0	-113007813	0
821	0	1	0	0	-904689	0
822	1	0	0	0	-56582711	0
823	1	0	0	0	0	1816437
824	1	0	0	0	0	1018226
825	1	0	0	0	-334723	0
826	1	0	0	0	0	4015556
827	1	0	0	0	0	1499230
828	1	0	0	0	0	1755535
829	1	0	0	0	0	9214779
830	1	0	0	0	0	9090204
831	1	0	0	0	0	8593410
832	1	0	0	0	0	5079396
